LOAN_AMOUNT,CREDIT_SCORE,MONTHLY_INCOME,DEBT_TO_INCOME_RATIO,LOAN_TERM_MONTHS,EMPLOYMENT_STATUS,EDUCATION_LEVEL,LOAN_PURPOSE,STATE,LOAN_DEFAULT
22751,578,1201,0.56,36,Self-Employed,High School,Debt Consolidation,IL,1
17241,467,2410,0.14,10,Employed,High School,Car,TX,1
15663,437,879,0.45,15,Employed,Masters,Business,GA,1
21249,567,2001,0.47,31,Employed,Bachelors,Business,IL,1
16253,466,3032,0.27,9,Self-Employed,Masters,Car,GA,1
20244,582,3823,0.31,24,Employed,Bachelors,Business,GA,0
11678,387,500,0.08,12,Employed,Bachelors,Car,OH,1
20023,488,4094,0.27,7,Retired,Bachelors,Business,NY,0
11761,505,1632,0.36,23,Employed,Masters,Debt Consolidation,OH,1
17114,523,1781,0.39,25,Self-Employed,Bachelors,Home,IL,1
6552,564,2257,0.42,32,Unemployed,High School,Car,IL,1
19992,604,1884,0.45,37,Self-Employed,High School,Debt Consolidation,GA,1
5802,402,1410,0.37,9,Retired,Bachelors,Home,TX,1
18760,650,1704,0.45,46,Employed,High School,Car,CA,1
18812,742,4530,0.16,47,Employed,Masters,Debt Consolidation,CA,0
21693,601,1572,0.52,38,Employed,High School,Debt Consolidation,IL,1
1000,710,5276,0.05,42,Self-Employed,High School,Debt Consolidation,NC,0
22207,432,612,0.26,11,Self-Employed,Bachelors,Debt Consolidation,GA,0
22107,709,1603,0.52,56,Employed,High School,Education,CA,1
19010,425,576,0.39,13,Employed,High School,Education,NY,1
17847,580,1422,0.44,36,Employed,High School,Education,IL,1
26118,704,4926,0.33,38,Self-Employed,Bachelors,Home,IL,0
19635,538,1380,0.48,29,Retired,Masters,Business,NC,1
29965,300,500,0.26,6,Employed,High School,Education,GA,1
9307,516,819,0.14,27,Employed,Masters,Home,NC,1
12171,380,500,0.31,7,Self-Employed,Bachelors,Home,CA,0
22315,830,2482,0.12,68,Self-Employed,High School,Business,FL,1
15749,575,3160,0.27,27,Unemployed,Bachelors,Car,CA,0
18292,748,6928,0.21,38,Employed,High School,Debt Consolidation,NY,0
18386,699,5046,0.22,38,Employed,Masters,Debt Consolidation,NC,0
22659,764,1824,0.21,61,Employed,Bachelors,Business,NC,1
1000,403,1418,0.33,11,Employed,High School,Debt Consolidation,GA,0
17809,474,1353,0.44,19,Employed,Masters,Home,NY,1
21139,507,1689,0.46,22,Employed,Bachelors,Business,GA,1
12506,382,1376,0.33,6,Self-Employed,High School,Debt Consolidation,CA,1
10066,442,500,0.22,17,Employed,High School,Business,OH,1
1000,654,4386,0.08,38,Self-Employed,Bachelors,Education,OH,0
20007,729,1380,0.12,57,Employed,Masters,Car,TX,1
5147,434,3515,0.28,6,Self-Employed,High School,Business,CA,0
19987,782,3735,0.13,56,Retired,Masters,Car,CA,1
16475,432,500,0.37,17,Employed,Masters,Car,NC,1
18869,762,4759,0.14,49,Employed,Bachelors,Business,OH,0
26591,616,4020,0.42,28,Retired,Bachelors,Car,NC,1
13486,376,500,0.46,9,Self-Employed,High School,Car,NY,1
16044,344,2132,0.35,6,Employed,High School,Home,NC,1
2403,551,3141,0.21,26,Employed,High School,Home,CA,1
9847,300,1469,0.37,6,Unemployed,Masters,Debt Consolidation,OH,0
29682,300,500,0.23,6,Employed,High School,Home,OH,1
10470,531,2851,0.25,22,Self-Employed,High School,Home,IL,0
12102,617,4835,0.24,27,Self-Employed,High School,Home,CA,0
1000,592,4083,0.21,30,Unemployed,Bachelors,Car,OH,0
4123,686,3891,0.20,44,Unemployed,High School,Education,TX,0
12063,544,2776,0.37,25,Employed,Masters,Home,NY,0
1000,649,3958,0.13,39,Employed,Bachelors,Car,NC,0
17120,753,6184,0.12,42,Self-Employed,Masters,Home,CA,0
8540,442,500,0.15,18,Self-Employed,High School,Car,FL,1
14397,687,8315,0.17,23,Unemployed,Bachelors,Education,NC,0
13594,465,500,0.47,24,Employed,Bachelors,Business,NC,1
13381,512,912,0.39,27,Employed,Masters,Debt Consolidation,GA,1
16189,509,2029,0.45,22,Retired,PhD,Home,NC,1
17576,399,3207,0.30,6,Employed,Bachelors,Education,TX,1
19387,598,2549,0.38,33,Unemployed,Bachelors,Business,NC,1
19474,747,6313,0.25,41,Self-Employed,Masters,Debt Consolidation,CA,0
20179,537,2722,0.38,22,Employed,Bachelors,Education,OH,1
1339,506,2770,0.33,21,Unemployed,Bachelors,Business,CA,0
25278,521,5357,0.28,6,Unemployed,High School,Car,CA,1
22370,711,3791,0.35,45,Self-Employed,High School,Home,NY,1
7137,563,3126,0.13,26,Employed,High School,Debt Consolidation,NC,1
18407,684,2598,0.16,45,Unemployed,Bachelors,Business,FL,0
17537,743,6264,0.16,40,Employed,High School,Business,TX,0
9492,594,2898,0.38,34,Employed,High School,Debt Consolidation,NY,0
21742,565,2992,0.40,25,Employed,Masters,Education,TX,1
16573,398,500,0.17,9,Employed,Bachelors,Debt Consolidation,OH,0
15910,543,1831,0.37,28,Employed,Bachelors,Debt Consolidation,GA,1
27895,578,4905,0.37,17,Self-Employed,Masters,Business,CA,1
7132,413,2418,0.55,8,Employed,Bachelors,Home,NC,1
15320,513,2208,0.19,19,Employed,Bachelors,Education,TX,0
22137,543,3150,0.40,21,Self-Employed,Bachelors,Education,IL,1
15723,429,2242,0.33,7,Employed,High School,Business,GA,1
18611,387,2110,0.40,6,Unemployed,Masters,Home,NC,1
17560,764,7640,0.18,38,Self-Employed,High School,Car,FL,0
1000,713,6400,0.15,39,Self-Employed,High School,Home,OH,0
20272,482,3489,0.33,9,Unemployed,PhD,Debt Consolidation,NC,0
14703,464,2001,0.37,14,Employed,High School,Education,NY,1
21832,791,4251,0.22,56,Employed,Bachelors,Car,IL,1
24082,662,3089,0.45,41,Employed,PhD,Education,IL,1
22544,479,3968,0.32,6,Unemployed,Masters,Business,FL,1
19507,752,7648,0.29,36,Employed,High School,Education,NY,0
3517,585,2437,0.28,35,Employed,Bachelors,Home,TX,0
5611,522,2074,0.13,24,Retired,High School,Car,IL,1
8107,473,500,0.25,28,Employed,High School,Education,NC,1
10851,647,3727,0.33,38,Employed,High School,Car,IL,0
13095,609,2334,0.32,37,Employed,High School,Business,NY,0
14303,461,1224,0.38,17,Employed,High School,Business,NY,1
18550,524,1580,0.45,26,Retired,Bachelors,Business,GA,1
15007,377,500,0.14,13,Self-Employed,High School,Car,NY,0
20638,468,2538,0.41,11,Unemployed,Masters,Home,NC,1
20642,499,2459,0.42,17,Unemployed,High School,Home,GA,1
4556,649,4870,0.14,33,Employed,High School,Business,GA,0
22200,621,4125,0.32,29,Self-Employed,Bachelors,Home,NY,0
1000,380,2726,0.39,6,Employed,High School,Debt Consolidation,CA,0
17867,755,6230,0.16,42,Employed,High School,Business,GA,0
16529,434,1164,0.22,11,Employed,Bachelors,Education,GA,1
1000,709,4371,0.20,48,Employed,High School,Education,TX,0
17185,445,2538,0.33,8,Employed,Bachelors,Business,CA,1
14048,728,10877,0.19,19,Employed,High School,Education,GA,0
18722,743,5790,0.20,42,Employed,Bachelors,Debt Consolidation,OH,0
9576,577,2540,0.05,28,Unemployed,High School,Home,GA,0
1000,631,2693,0.48,45,Employed,High School,Business,NY,0
8217,411,2739,0.52,6,Employed,High School,Car,TX,1
14023,602,5310,0.18,22,Retired,PhD,Debt Consolidation,TX,0
11838,426,800,0.50,15,Employed,Masters,Car,NC,1
16665,734,4462,0.51,50,Employed,Masters,Debt Consolidation,TX,0
4645,566,4067,0.19,23,Retired,High School,Business,TX,1
8007,568,3582,0.08,24,Unemployed,High School,Business,OH,1
9700,564,2728,0.28,28,Employed,High School,Education,OH,1
4236,769,6824,0.07,45,Employed,High School,Car,GA,0
8630,617,3961,0.12,31,Employed,Masters,Education,OH,0
10648,449,500,0.38,23,Employed,High School,Car,TX,1
1000,689,2786,0.10,50,Employed,Bachelors,Debt Consolidation,GA,0
29629,638,5911,0.32,22,Employed,High School,Car,NY,0
22970,565,2318,0.47,28,Employed,Bachelors,Home,NC,1
20554,633,1850,0.46,42,Employed,Bachelors,Debt Consolidation,NY,1
17278,671,500,0.58,60,Self-Employed,High School,Home,NC,1
14636,501,500,0.51,31,Self-Employed,Bachelors,Business,NC,1
8768,617,3173,0.48,37,Employed,Masters,Home,TX,0
18519,833,5498,0.05,57,Employed,High School,Business,TX,0
20433,609,2857,0.39,33,Self-Employed,Bachelors,Education,GA,1
17355,481,2186,0.32,15,Employed,High School,Debt Consolidation,FL,1
21610,667,2823,0.41,43,Employed,High School,Business,CA,1
19886,850,9088,0.06,60,Employed,Bachelors,Home,NY,0
19876,845,6576,0.12,54,Employed,Masters,Education,OH,1
19156,548,2118,0.42,27,Retired,High School,Debt Consolidation,TX,1
4423,700,6583,0.13,35,Unemployed,High School,Home,TX,0
16566,615,500,0.51,47,Employed,Bachelors,Home,NY,1
18021,495,1443,0.45,22,Employed,Bachelors,Home,FL,1
20793,732,5245,0.29,43,Employed,High School,Debt Consolidation,OH,0
23414,524,5148,0.25,7,Employed,Bachelors,Debt Consolidation,IL,0
18927,470,1095,0.48,19,Employed,Masters,Car,NC,1
15934,692,3282,0.37,46,Employed,Bachelors,Debt Consolidation,NC,0
1960,594,3187,0.18,33,Employed,High School,Education,OH,0
25896,359,500,0.23,6,Employed,High School,Car,NY,0
20320,662,4748,0.36,34,Employed,Masters,Debt Consolidation,OH,0
4758,569,4994,0.31,21,Employed,Masters,Debt Consolidation,CA,0
14916,648,4500,0.31,34,Retired,Bachelors,Car,CA,0
27306,644,4028,0.42,33,Employed,Bachelors,Car,TX,1
10671,409,500,0.42,16,Self-Employed,Masters,Car,NC,1
22975,460,5056,0.25,6,Employed,Masters,Car,TX,1
10952,568,3981,0.25,23,Self-Employed,Masters,Business,TX,0
20022,765,4525,0.18,50,Unemployed,Bachelors,Business,GA,0
28273,400,1167,0.39,6,Self-Employed,High School,Education,TX,1
5795,597,3381,0.20,31,Employed,High School,Home,GA,0
18606,769,5731,0.15,46,Employed,High School,Debt Consolidation,FL,0
17394,305,500,0.22,6,Employed,High School,Car,TX,1
16431,442,3142,0.27,6,Retired,High School,Debt Consolidation,IL,1
8898,660,5072,0.05,32,Employed,High School,Car,OH,0
27004,755,3711,0.45,53,Employed,Bachelors,Education,IL,0
20062,414,500,0.35,13,Employed,Bachelors,Car,TX,1
1000,539,3157,0.20,25,Employed,Bachelors,Business,FL,1
18308,554,3077,0.33,23,Self-Employed,High School,Car,TX,0
19476,474,6140,0.14,6,Employed,PhD,Car,TX,1
15060,530,500,0.49,34,Employed,High School,Education,TX,0
16841,370,1519,0.40,6,Employed,Bachelors,Home,OH,0
10119,601,4469,0.16,26,Retired,Bachelors,Business,NY,0
20670,459,1953,0.24,11,Unemployed,High School,Business,IL,1
1000,456,2095,0.45,17,Employed,Masters,Car,TX,0
8822,524,734,0.25,30,Employed,Bachelors,Home,FL,1
11925,503,2669,0.05,14,Retired,Bachelors,Education,TX,1
16022,548,500,0.51,37,Employed,High School,Car,CA,1
21197,784,8791,0.36,37,Unemployed,PhD,Business,NC,1
25342,812,2114,0.27,68,Employed,High School,Car,OH,0
13980,369,500,0.18,9,Employed,High School,Business,NC,1
1000,550,2015,0.18,31,Employed,High School,Business,FL,1
12635,464,500,0.19,21,Employed,High School,Car,GA,1
30553,646,6053,0.33,23,Unemployed,Bachelors,Business,NC,0
4948,686,7233,0.05,28,Employed,High School,Education,GA,0
19774,504,2992,0.36,15,Employed,Masters,Business,FL,1
14274,449,2538,0.57,12,Self-Employed,Bachelors,Home,NC,1
17423,459,500,0.20,20,Employed,Masters,Car,NC,1
5284,641,5254,0.19,31,Employed,High School,Business,FL,0
19498,811,7658,0.20,45,Employed,Masters,Car,IL,0
27113,496,4955,0.34,6,Unemployed,Bachelors,Home,GA,1
9583,498,2560,0.31,18,Employed,High School,Car,GA,0
8963,300,500,0.52,6,Employed,Bachelors,Car,IL,1
3847,665,5650,0.24,34,Self-Employed,Bachelors,Debt Consolidation,NC,0
28732,683,6711,0.24,26,Employed,High School,Debt Consolidation,GA,1
22143,544,3371,0.38,20,Self-Employed,Bachelors,Business,CA,0
1000,538,572,0.17,34,Employed,Bachelors,Home,CA,1
1430,850,10073,0.17,47,Unemployed,Bachelors,Car,FL,0
8239,539,2918,0.43,25,Employed,High School,Home,TX,1
19270,850,8931,0.05,61,Employed,Masters,Debt Consolidation,IL,0
14065,403,782,0.42,10,Employed,Masters,Education,IL,1
15681,418,1971,0.30,6,Employed,Bachelors,Education,FL,1
21647,631,1294,0.54,45,Employed,Masters,Home,IL,1
15771,467,1863,0.37,15,Employed,Masters,Business,CA,1
12797,317,1815,0.73,6,Employed,High School,Debt Consolidation,CA,1
8929,429,500,0.19,17,Employed,Bachelors,Home,CA,0
10778,568,5031,0.30,19,Employed,Bachelors,Debt Consolidation,FL,1
1000,839,10636,0.24,43,Employed,High School,Education,NY,0
20111,400,500,0.36,17,Employed,Bachelors,Home,NC,1
15663,384,1566,0.37,6,Employed,High School,Education,CA,1
17967,788,5154,0.07,51,Employed,Bachelors,Education,IL,0
15839,496,500,0.51,29,Employed,Bachelors,Home,NC,1
14260,582,2695,0.32,31,Employed,High School,Debt Consolidation,NY,1
19605,392,500,0.10,7,Employed,Bachelors,Car,CA,1
26943,652,4167,0.41,34,Self-Employed,High School,Education,TX,1
10071,501,500,0.18,28,Self-Employed,Masters,Education,CA,1
10680,507,2488,0.41,21,Self-Employed,Bachelors,Business,NC,1
22263,743,5707,0.36,43,Employed,Bachelors,Home,TX,0
11000,473,1328,0.40,20,Employed,Bachelors,Car,GA,1
27775,765,4568,0.41,50,Employed,High School,Debt Consolidation,OH,1
20896,579,1468,0.50,35,Employed,High School,Debt Consolidation,OH,1
17115,504,3132,0.29,15,Self-Employed,Bachelors,Business,GA,0
19568,390,500,0.15,18,Employed,High School,Debt Consolidation,OH,1
22760,835,4577,0.20,61,Employed,Bachelors,Education,IL,0
6669,485,2513,0.38,18,Employed,Masters,Debt Consolidation,GA,0
21175,451,2515,0.24,7,Retired,High School,Education,FL,1
16685,472,2670,0.32,12,Employed,Masters,Car,GA,0
10669,440,706,0.23,15,Unemployed,High School,Education,CA,1
23051,601,4438,0.32,24,Self-Employed,High School,Debt Consolidation,NY,1
17875,473,500,0.55,25,Employed,High School,Debt Consolidation,CA,1
21846,443,3606,0.33,6,Employed,High School,Debt Consolidation,TX,1
21895,503,4746,0.25,6,Self-Employed,Masters,Debt Consolidation,OH,0
8786,651,3338,0.37,41,Employed,Bachelors,Car,TX,0
17569,447,1274,0.30,13,Employed,Bachelors,Debt Consolidation,TX,1
22526,657,4534,0.30,33,Retired,Bachelors,Car,CA,1
22613,566,3564,0.36,22,Employed,Masters,Business,TX,1
24269,850,8176,0.23,65,Unemployed,Masters,Education,OH,0
18576,765,5283,0.14,47,Self-Employed,Bachelors,Car,FL,1
16709,523,1837,0.39,24,Unemployed,High School,Debt Consolidation,GA,1
1000,557,2987,0.21,29,Retired,Bachelors,Home,NY,0
21961,566,3202,0.39,24,Unemployed,Bachelors,Debt Consolidation,GA,1
10126,572,4446,0.38,23,Employed,High School,Business,CA,1
22385,541,3230,0.39,20,Employed,High School,Business,TX,1
17092,427,2201,0.35,6,Employed,High School,Debt Consolidation,GA,0
7584,526,2476,0.21,23,Employed,Masters,Home,CA,0
14418,379,500,0.44,7,Unemployed,Masters,Education,TX,1
14657,497,5152,0.37,6,Employed,High School,Education,IL,1
20201,824,5075,0.12,57,Unemployed,High School,Debt Consolidation,NY,0
5066,593,3640,0.16,29,Self-Employed,High School,Home,GA,0
18049,789,5717,0.09,49,Self-Employed,Bachelors,Car,GA,1
17092,715,5168,0.14,40,Employed,Masters,Debt Consolidation,NY,0
10863,491,500,0.52,35,Employed,Masters,Education,FL,1
19044,701,4632,0.24,40,Employed,Bachelors,Debt Consolidation,TX,0
28658,827,2557,0.59,71,Unemployed,High School,Car,NC,1
8864,518,4436,0.20,13,Unemployed,High School,Education,NC,0
13270,603,3185,0.45,34,Employed,High School,Home,NC,1
20376,552,3457,0.33,21,Employed,Bachelors,Business,NY,1
17892,601,1938,0.40,37,Employed,High School,Debt Consolidation,CA,1
14899,516,500,0.52,34,Unemployed,Masters,Debt Consolidation,GA,0
11139,596,3394,0.33,31,Employed,High School,Business,TX,0
6662,628,2258,0.50,44,Unemployed,High School,Home,CA,1
13576,548,5153,0.21,14,Employed,High School,Business,NY,0
21178,802,4962,0.19,54,Unemployed,Bachelors,Business,FL,0
25664,492,4936,0.32,6,Self-Employed,Masters,Car,FL,0
28860,742,5082,0.40,44,Self-Employed,Bachelors,Home,NY,1
15363,592,2880,0.17,30,Employed,High School,Education,NC,0
10964,471,500,0.48,29,Unemployed,Bachelors,Education,NC,1
7026,563,2319,0.21,30,Employed,High School,Car,OH,1
22468,561,3289,0.39,23,Employed,High School,Car,NY,0
14825,541,500,0.47,35,Employed,Masters,Car,GA,1
13600,512,5831,0.32,6,Self-Employed,Masters,Education,CA,1
20809,565,1586,0.49,32,Unemployed,High School,Home,CA,1
16647,712,6237,0.17,35,Retired,High School,Car,FL,0
1000,758,4623,0.20,56,Self-Employed,High School,Car,NC,0
23731,343,500,0.25,6,Unemployed,Masters,Business,FL,1
18546,618,780,0.20,42,Unemployed,Bachelors,Debt Consolidation,IL,0
21811,850,5057,0.12,65,Employed,PhD,Business,NC,1
22557,850,9225,0.12,67,Employed,High School,Car,NC,0
21040,792,5792,0.23,50,Employed,Masters,Home,GA,0
22105,640,3528,0.36,35,Employed,Masters,Education,GA,1
14987,537,4094,0.14,15,Employed,Bachelors,Home,CA,1
15436,368,1405,0.17,6,Employed,Masters,Education,GA,1
1000,728,6211,0.06,42,Unemployed,High School,Car,TX,0
26176,526,3158,0.47,17,Employed,High School,Home,NY,1
22151,530,3463,0.36,17,Employed,Masters,Home,OH,0
15451,439,2038,0.33,9,Employed,Bachelors,Business,NC,1
15979,368,1865,0.36,6,Employed,PhD,Car,IL,1
21240,499,3287,0.35,13,Employed,Bachelors,Car,TX,1
12417,565,500,0.56,47,Employed,High School,Car,FL,1
7843,558,3091,0.07,24,Employed,High School,Home,FL,0
23124,631,2590,0.46,38,Employed,High School,Business,FL,1
13659,410,500,0.44,14,Employed,Bachelors,Car,TX,0
7059,585,3166,0.05,28,Unemployed,Masters,Business,GA,1
4110,654,6255,0.16,29,Employed,High School,Business,NC,0
1000,666,3995,0.08,42,Employed,High School,Debt Consolidation,GA,0
11662,505,857,0.38,27,Employed,High School,Home,FL,1
4343,549,3766,0.30,23,Employed,Bachelors,Home,NY,1
2085,621,3313,0.07,35,Employed,Bachelors,Home,GA,1
19876,409,1437,0.54,8,Employed,High School,Home,GA,1
4863,719,6844,0.40,39,Self-Employed,PhD,Business,TX,0
8040,611,3904,0.15,30,Employed,Bachelors,Education,CA,1
22155,564,3327,0.38,23,Employed,High School,Home,IL,1
22309,596,2740,0.43,32,Unemployed,Bachelors,Car,TX,0
22011,824,3915,0.16,62,Employed,Masters,Education,FL,0
6920,538,1364,0.05,28,Employed,Bachelors,Home,GA,1
11478,567,1931,0.61,35,Employed,High School,Business,GA,1
16800,363,2808,0.31,6,Self-Employed,High School,Business,FL,1
23011,659,4162,0.34,35,Unemployed,Bachelors,Business,FL,1
11868,619,3455,0.37,35,Unemployed,Bachelors,Car,NY,0
19404,527,4047,0.25,14,Employed,High School,Business,OH,1
16368,454,1026,0.44,17,Employed,High School,Education,IL,1
18793,516,5352,0.28,7,Employed,High School,Car,GA,1
18118,641,1667,0.45,45,Unemployed,Bachelors,Debt Consolidation,NC,1
21089,572,2972,0.39,26,Employed,High School,Business,CA,1
14268,333,500,0.16,12,Employed,High School,Car,CA,0
23071,335,500,0.25,6,Self-Employed,High School,Debt Consolidation,NY,1
1000,787,5362,0.23,57,Self-Employed,High School,Education,NC,0
21207,850,8737,0.15,58,Employed,Masters,Debt Consolidation,GA,0
14003,476,570,0.29,22,Unemployed,High School,Education,NY,0
9392,600,5717,0.12,20,Employed,Masters,Debt Consolidation,NY,0
22434,445,4747,0.38,6,Self-Employed,Masters,Education,NY,1
18948,327,500,0.42,6,Unemployed,Bachelors,Education,NY,1
8129,626,5216,0.07,26,Employed,High School,Home,TX,0
20015,441,2231,0.41,8,Employed,Bachelors,Education,TX,1
10490,617,3760,0.05,30,Employed,High School,Debt Consolidation,CA,0
13248,535,2622,0.23,22,Employed,Bachelors,Car,GA,1
11734,592,6500,0.24,16,Employed,Bachelors,Debt Consolidation,CA,0
5029,600,3934,0.33,31,Employed,Bachelors,Debt Consolidation,IL,0
19451,724,4492,0.22,44,Unemployed,High School,Education,NY,0
20469,778,5157,0.20,50,Employed,High School,Debt Consolidation,FL,0
21322,844,5764,0.16,58,Retired,High School,Business,NC,1
24888,507,5216,0.27,6,Self-Employed,High School,Education,CA,1
11480,555,2566,0.33,28,Employed,High School,Car,NY,1
1000,661,2727,0.26,47,Self-Employed,Bachelors,Car,CA,0
19397,440,2241,0.34,8,Self-Employed,Bachelors,Home,OH,1
15698,513,1861,0.13,20,Self-Employed,High School,Home,NC,1
20163,567,600,0.56,38,Retired,Bachelors,Education,TX,1
18218,532,1511,0.43,27,Employed,Masters,Home,CA,1
19670,495,2090,0.42,18,Employed,High School,Home,OH,1
19264,586,2436,0.39,32,Employed,Bachelors,Debt Consolidation,OH,1
19501,419,2702,0.36,6,Self-Employed,Bachelors,Debt Consolidation,TX,1
4222,605,4037,0.20,30,Employed,Bachelors,Business,CA,1
1000,413,2241,0.53,11,Self-Employed,Bachelors,Home,NC,1
10875,736,3577,0.22,53,Self-Employed,Bachelors,Debt Consolidation,FL,1
18031,351,2075,0.37,6,Unemployed,Masters,Debt Consolidation,CA,1
13588,397,630,0.43,10,Unemployed,Bachelors,Debt Consolidation,TX,1
10560,546,2477,0.32,27,Employed,Masters,Debt Consolidation,OH,1
20063,414,2082,0.43,6,Unemployed,High School,Home,GA,1
10801,509,2152,0.26,21,Employed,Bachelors,Business,OH,1
17736,549,2839,0.33,24,Self-Employed,Masters,Car,TX,1
8470,561,4919,0.08,17,Self-Employed,Masters,Education,IL,0
18516,785,6271,0.14,46,Employed,High School,Business,CA,0
14878,354,500,0.28,14,Employed,Bachelors,Debt Consolidation,NC,1
13099,590,4485,0.22,24,Employed,Bachelors,Business,TX,1
17505,736,3968,0.39,51,Self-Employed,High School,Car,FL,0
22384,620,2987,0.42,34,Employed,High School,Education,IL,1
19536,578,2291,0.40,31,Retired,High School,Education,TX,1
20101,476,3793,0.29,6,Self-Employed,High School,Education,TX,1
17067,466,1058,0.45,19,Employed,PhD,Debt Consolidation,CA,1
7237,495,500,0.22,33,Employed,Bachelors,Car,GA,1
23040,850,4246,0.08,74,Unemployed,High School,Business,FL,0
1000,621,3174,0.15,38,Self-Employed,Masters,Debt Consolidation,IL,0
18538,569,6690,0.31,10,Self-Employed,Masters,Car,OH,0
12104,511,3933,0.21,13,Employed,Bachelors,Car,NC,0
1000,624,500,0.05,54,Self-Employed,Bachelors,Business,OH,0
23269,850,4617,0.08,76,Unemployed,High School,Car,CA,1
9011,472,1051,0.30,20,Employed,Bachelors,Home,CA,1
24310,666,2920,0.46,42,Employed,Bachelors,Business,IL,0
13609,687,500,0.56,66,Employed,PhD,Education,OH,1
21954,850,8293,0.17,60,Employed,High School,Debt Consolidation,TX,0
5727,672,6020,0.26,33,Employed,High School,Car,TX,0
19774,692,5410,0.31,36,Employed,Bachelors,Debt Consolidation,GA,0
7836,492,634,0.16,24,Unemployed,Masters,Education,CA,1
20416,527,2417,0.41,22,Employed,High School,Business,TX,1
30211,656,5224,0.39,29,Unemployed,High School,Debt Consolidation,FL,1
13658,447,500,0.25,22,Self-Employed,High School,Education,CA,1
19247,582,2365,0.40,31,Self-Employed,Masters,Debt Consolidation,TX,1
28910,702,6610,0.25,29,Employed,Bachelors,Home,GA,0
17933,663,2760,0.18,41,Unemployed,High School,Education,IL,0
5252,554,2553,0.26,28,Employed,Masters,Business,OH,0
25774,644,3664,0.43,35,Self-Employed,High School,Debt Consolidation,TX,1
25464,579,5533,0.27,14,Self-Employed,Bachelors,Home,OH,0
19348,461,500,0.05,16,Retired,Bachelors,Home,GA,0
24284,648,5816,0.23,25,Unemployed,High School,Car,IL,1
22155,566,4355,0.30,19,Employed,Bachelors,Debt Consolidation,FL,1
11730,490,1166,0.15,21,Employed,Masters,Debt Consolidation,OH,1
18345,560,3101,0.31,24,Self-Employed,Bachelors,Home,FL,0
10489,595,4047,0.21,27,Employed,Bachelors,Business,GA,0
17043,349,3874,0.21,6,Employed,Bachelors,Business,NY,0
17337,719,6612,0.20,35,Employed,High School,Car,NY,0
13958,479,4365,0.17,6,Employed,Bachelors,Education,GA,0
2042,671,4896,0.30,39,Self-Employed,Bachelors,Education,GA,0
12854,460,1954,0.05,11,Employed,Masters,Home,NC,1
24221,850,6122,0.24,64,Self-Employed,Bachelors,Home,IL,0
13269,542,1993,0.05,24,Employed,High School,Business,NY,1
9022,399,500,0.38,14,Employed,Masters,Car,CA,1
12539,479,500,0.42,25,Unemployed,High School,Debt Consolidation,IL,1
29374,850,4747,0.43,68,Employed,High School,Business,GA,0
19413,745,2948,0.13,53,Employed,Masters,Home,CA,1
26700,623,5757,0.28,21,Unemployed,High School,Car,TX,0
2745,624,4129,0.22,34,Employed,Masters,Debt Consolidation,GA,0
24219,850,6081,0.21,67,Employed,High School,Education,IL,0
18563,786,7193,0.18,43,Employed,High School,Debt Consolidation,GA,0
7231,540,5410,0.19,13,Self-Employed,PhD,Business,NC,1
27922,300,500,0.35,6,Employed,High School,Car,NY,1
20036,753,4551,0.20,48,Unemployed,Masters,Debt Consolidation,NY,0
15710,522,1910,0.35,24,Self-Employed,Masters,Car,GA,1
17987,530,2120,0.39,24,Retired,Bachelors,Education,TX,1
22917,850,6316,0.18,64,Self-Employed,Bachelors,Debt Consolidation,GA,0
1000,677,3993,0.08,43,Retired,High School,Home,FL,0
19978,449,1291,0.28,12,Self-Employed,Bachelors,Debt Consolidation,OH,1
22449,768,3022,0.24,57,Employed,Masters,Debt Consolidation,NY,1
14730,511,3870,0.20,12,Self-Employed,Bachelors,Debt Consolidation,OH,0
1000,634,1281,0.16,48,Employed,Bachelors,Business,FL,0
10324,523,1409,0.05,24,Employed,Masters,Education,FL,1
5085,390,1017,0.44,9,Employed,Masters,Education,IL,1
21189,639,3205,0.38,37,Employed,Bachelors,Education,TX,0
20289,759,5935,0.25,44,Unemployed,High School,Education,FL,0
8057,656,6895,0.24,26,Employed,Bachelors,Education,TX,0
17241,419,500,0.34,16,Employed,High School,Car,FL,1
9576,529,3022,0.56,24,Unemployed,Masters,Education,GA,1
19455,564,3002,0.34,25,Self-Employed,Bachelors,Business,FL,0
19954,628,1671,0.46,42,Employed,High School,Debt Consolidation,OH,1
12943,558,2582,0.35,28,Employed,Bachelors,Education,IL,1
24552,617,3986,0.38,29,Employed,High School,Business,OH,1
22340,779,4162,0.26,54,Unemployed,Bachelors,Car,NY,0
21607,595,3680,0.34,27,Employed,High School,Home,IL,0
1000,300,500,0.41,6,Self-Employed,High School,Home,NY,0
18953,534,3195,0.32,19,Unemployed,Masters,Education,NY,1
21136,364,500,0.18,6,Self-Employed,High School,Home,OH,1
3196,579,3464,0.25,29,Employed,High School,Home,GA,0
12483,581,1640,0.36,36,Self-Employed,High School,Debt Consolidation,TX,1
3858,499,500,0.08,28,Employed,Bachelors,Debt Consolidation,IL,1
15596,323,500,0.39,6,Self-Employed,High School,Home,NC,1
9813,552,2087,0.18,28,Employed,High School,Car,OH,1
21596,634,500,0.65,53,Employed,PhD,Home,GA,1
20839,589,1530,0.50,37,Employed,Bachelors,Home,OH,1
21691,728,2777,0.25,52,Employed,Bachelors,Business,CA,1
